"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Irf2bp1",1178.28687439825,-0.0774869742525298,0.0876062410716801,-0.884491484906074,0.376430957045502,0.679818987904752
"Scaper",489.407877850201,-0.13379296278645,0.151349304859032,-0.884001171403238,0.376695580489383,0.679818987904752
"9530091C08Rik",10.1424736283577,-0.407765797998556,0.461229445601719,-0.884084487421625,0.37665060653128,0.679818987904752
"Slc3a1",24.6543483311007,0.242821357613727,0.274792856748979,0.883652364499206,0.376883902299216,0.679838846454348
"Mbl1",35.1739252675225,-0.189316837999758,0.214344672002975,-0.883235567418866,0.37710900832361,0.679983328888545
"Zfp385a",342.604948362003,-0.25509287282134,0.288781699140915,-0.883341546850806,0.37705176251964,0.679983328888545
"Cadps2",3042.6320960466,0.220092377259655,0.24916174573737,0.88333133406299,0.377057278821353,0.679983328888545
"Zfp422",588.744569828661,0.0886664165029024,0.100389249993744,0.883226207073249,0.377114064661388,0.679983328888545
"Kif3c",142.767243094408,-0.235619697342008,0.266825062626068,-0.883049347100532,0.377209609990503,0.680087951962386
"Sipa1l2",564.69118161142,-0.200990258744313,0.227692811278525,-0.88272553540767,0.377384581941558,0.680204508709574
"Sema3f",361.243842854167,0.123345129228786,0.13973280373538,0.882721350545373,0.377386843563226,0.680204508709574
"Mir26a-1",2.28358541276581,0.497441674534022,0.563490113609081,0.882786871535285,0.377351435067451,0.680204508709574
"Clec4a3",141.37293085754,-0.321949896267726,0.364790148783208,-0.882561925922671,0.377473007501611,0.680292160780222
"Dhx37",650.777310060482,0.123772228028214,0.140279645870578,0.88232492504584,0.377601121347303,0.680455391173181
"Lhx6",37.0885276958724,0.306887834845867,0.348005952061602,0.881846511612375,0.377859815457038,0.680853877637819
"AI317395",33.9484381050417,-0.318944729263482,0.361787766176105,-0.881579641662709,0.378004168376642,0.680896227923591
"Epn3",1881.38159472834,-0.191842007799112,0.217577007186521,-0.881720041468596,0.377928220328108,0.680896227923591
"Cep72",39.5108366144564,0.213945609396228,0.242733281815694,0.881402038467374,0.378100254741277,0.680896227923591
"Polr2g",946.188198441827,0.0911546835268686,0.103403029083981,0.881547516880146,0.378021547318755,0.680896227923591
"Rprd2",1166.18342094343,0.0721026426692127,0.0818123847184163,0.881316965852753,0.378146285808489,0.680896227923591
"Gm5113",138.921268642581,0.135472078114874,0.153711366184961,0.88134066775427,0.378133460843215,0.680896227923591
"Tceal1",162.048203533939,-0.127416778620995,0.144553452502457,-0.881450954060256,0.37807378906836,0.680896227923591
"Tctn2",185.636644596764,-0.172902927278251,0.196238393285656,-0.881086133978705,0.378271201643253,0.681053494564812
"Stk3",570.956616317221,0.0888232368904252,0.100854460304157,0.880707076539321,0.378476385610955,0.681355233333191
"Pln",20.9814451732883,-0.265907182740892,0.301964964699719,-0.880589518076433,0.378540033980059,0.681389455427454
"Irx4",171.551852593571,0.214141648082641,0.243224609426596,0.880427554545084,0.378627734883482,0.681389455427454
"Tnfrsf1b",506.333833379792,0.320385685544208,0.36391160643447,0.880394249260913,0.378645770762224,0.681389455427454
"Gys2",43.2085524856742,-0.33063256485615,0.375496055895136,-0.880522071178519,0.37857655397745,0.681389455427454
"B930059L03Rik",42.9188763900806,-0.139873285086046,0.158916435356274,-0.880168780355945,0.378767883308501,0.681541535289048
"Cpeb1",126.755200973134,-0.249346336790702,0.283342272376464,-0.880018130367102,0.378849487905289,0.681620703621537
"Ranbp9",759.41373925182,0.0696256037294028,0.0791776613163687,0.879359185050959,0.379206554793804,0.682195414951632
"Atox1",1091.34915086382,-0.132396727135005,0.150588030046077,-0.879198214456319,0.379293812409004,0.682234775934593
"Gm3230",23.6425576539263,-0.241379125464381,0.274550308079887,-0.879179947575023,0.379303715149952,0.682234775934593
"Ptpn6",2085.58500785419,0.314466040700033,0.357751874715672,0.879005989695954,0.379398028204736,0.682336699862159
"Parm1",667.318576201698,-0.207013467603614,0.235546270353662,-0.878865402083391,0.379474259763945,0.682406087729091
"Fn3krp",495.619381246165,-0.118074384679551,0.134381420873362,-0.878651110489612,0.379590474341139,0.682481115766251
"Fbxo27",42.4545521039939,-0.335675248602213,0.382035393802785,-0.878649606940597,0.379591289822873,0.682481115766251
"Cd5l",62.4403559343115,0.500882495683813,0.570161392376003,0.87849248016691,0.379676516803954,0.682498945459851
"Slc7a5",4032.39097471077,-0.273877157685781,0.3117452030425,-0.878528859507242,0.379656783274553,0.682498945459851
"Rab40b",238.43568111678,-0.134702120896801,0.153415408633835,-0.878022110662311,0.379931719795204,0.682619193228397
"Fam217a",3.60978233307519,-0.769758133211565,0.876640436040268,-0.878077375358723,0.379901729996664,0.682619193228397
"Cyp2d10",201.986280336142,0.179909537093695,0.204879249880453,0.878124735416947,0.379876030866757,0.682619193228397
"Gng3",9.81222181015145,-0.420461241516322,0.478843424957896,-0.878076673086389,0.37990211108084,0.682619193228397
"Eif3g",2904.63666119838,0.0850243801777908,0.0968252676359718,0.878121819373141,0.379877613177444,0.682619193228397
"Tmprss11bnl",13.9727305709607,-0.748805310702289,0.852999156894694,-0.877850000963989,0.380025125726035,0.682719338267854
"Ulk2",930.464698352879,0.0779545540219145,0.0888320841769648,0.877549533416543,0.380188226777896,0.682876980512275
"Fam19a3",25.4445229661314,-0.258992476473049,0.295112414028696,-0.877606173652406,0.380157477798096,0.682876980512275
"Fam193b",3531.93518831553,-0.0887553465720583,0.101175850407467,-0.877238453787269,0.380357133641236,0.683112668177506
"Atp5j2",3495.99787933636,-0.127397403927037,0.145296290543992,-0.8768111247029,0.380589235613544,0.683461794857375
"Slc25a36",803.731400006766,0.0626731102588863,0.0714975536069662,0.876576988961199,0.380716442330032,0.683622500221105
"Snap91",89.7317879346501,0.583741778557661,0.666198638463037,0.876227816833117,0.380906197196858,0.683895475402977
"Sntb2",401.253320242548,0.109683379880592,0.125251361051676,0.875706091811164,0.381189832782026,0.684336937319159
"Tgfb2",3199.4151345746,-0.432747739852322,0.494322239353002,-0.87543651772319,0.381336437409366,0.684521532744259
"Ido2",29.007919655673,0.235302227435499,0.268800666274275,0.875378140601054,0.381368189663532,0.684521532744259
"Snord65",2.30662689682187,-0.410711859911013,0.46923546184238,-0.875278816947076,0.381422217122909,0.684527185527002
"Gucy1b2",1.21234407154767,-0.837745718616564,0.957168259352926,-0.875233492576222,0.381446873038495,0.684527185527002
"Pcdhb20",24.1974988743536,-0.21891092424195,0.250166236905952,-0.87506182668546,0.381540266097349,0.684626999605431
"Tlk2",997.825789343324,0.0414941725186784,0.0474496920308757,0.874487709881824,0.381852710350327,0.684848641905767
"Pdss1",87.2651531051675,0.124098706760311,0.141897951008507,0.874563063654603,0.381811692583293,0.684848641905767
"Dnajc16",783.72835292997,0.111405795498105,0.127387404246685,0.874543257686358,0.381822473421851,0.684848641905767
"Exosc10",1281.16657404543,0.0623012453104179,0.0712352361523764,0.874584667300771,0.381799933440727,0.684848641905767
"Vac14",832.424319775233,0.0809693004557296,0.0925762098517965,0.874623195152964,0.381778962786505,0.684848641905767
"Gm5134",5.70116806848684,0.536080961637114,0.613132211457098,0.874331753608454,0.381937611541768,0.684888113122
"Adtrp",809.056194474656,-0.465046674328562,0.531908608777542,-0.874298078005082,0.381955945757037,0.684888113122
"Ficd",991.479792582938,0.135780215109142,0.155312455706267,0.874239058880987,0.381988079202775,0.684888113122
"Schip1",1.2350989929897,-0.53215602850707,0.608793559041658,-0.874115733656531,0.382055229983823,0.684940756029356
"Tmprss15",2.02421862395688,1.41259079906652,1.61700151535476,0.87358656479466,0.382343445442143,0.685389669532078
"Clca2",21.0625294448476,-0.500275544481095,0.572877357534076,-0.873268140033511,0.382516941901976,0.685632869063817
"Sh3tc1",352.875415050287,0.378184981899775,0.43320854148949,0.872985977145029,0.382670721091504,0.685840682268714
"Dpyd",2037.29376658668,0.203316374666035,0.23300099070662,0.872598756123051,0.382881818786223,0.685955185044505
"Gcn1l1",3523.76056926521,0.12125694121774,0.138939874633827,0.872729600032462,0.382810479844547,0.685955185044505
"1110008J03Rik",313.213621625,0.0933527951475768,0.106983436927858,0.872591102214516,0.3828859921156,0.685955185044505
"Capg",1233.02621643546,0.212768337554047,0.243816866853391,0.872656351875714,0.382850415327106,0.685955185044505
"Igf2bp2",30.7334227484816,0.257437638356856,0.295071820536479,0.872457552499596,0.38295881520749,0.685961212053752
"Capn1",1624.89780717492,-0.0882402463950406,0.101141198492005,-0.872446121963011,0.38296504853914,0.685961212053752
"Cpd",24702.9098954676,0.270813738587708,0.310477584413808,0.872248922894107,0.383072595464533,0.686046150300121
"Speer4d",1.92532885973627,-0.633966298206058,0.726841887482694,-0.872220367488318,0.383088170327587,0.686046150300121
"Gbp11",15.0495892650528,0.442111831669828,0.507108461144558,0.871828939063586,0.38330170470188,0.686299308632262
"Abp1",16.5496621882129,0.827020734716094,0.948611459186319,0.871822416551324,0.383305263519139,0.686299308632262
"Pkp4",5723.64492838584,-0.214575244695463,0.24618369083529,-0.871606254530589,0.38342321742596,0.686367929766457
"Ocm",0.793594203966196,-1.04051973089414,1.19388090183247,-0.871543995131392,0.383457194858766,0.686367929766457
"Mmp12",129.499118448968,-0.427972421777486,0.491047603892055,-0.871549760930237,0.383454048155322,0.686367929766457
"Ripk2",272.247774775438,0.0876908096134993,0.100644333730313,0.871294054650666,0.383593615887166,0.68654431598251
"Nt5dc3",1414.57453658247,-0.19352161426855,0.222205439329456,-0.870913038189054,0.383801637198362,0.686780992617269
"Rprd1a",532.842843793351,-0.0715968273072152,0.0822053136192511,-0.870951330942291,0.383780727608893,0.686780992617269
"Sdf2",1478.56979280505,0.112339058036003,0.129007345541235,0.870795826119037,0.383865644667674,0.686827720592458
"Sec16b",649.731989078438,-0.310066495495341,0.356181340022001,-0.870529869633788,0.384010903101088,0.687019802458516
"Capns1",6655.91450161715,-0.0939698708054524,0.107974519667824,-0.870296724584135,0.38413826845814,0.687179837722442
"P4hb",51875.411083025,-0.181128796445006,0.208188875435784,-0.870021494020103,0.384288658074638,0.687245380128547
"1700022I11Rik",1.83702400218406,0.611238218125148,0.702489231906548,0.870103327372371,0.384243939487359,0.687245380128547
"Acad11",1782.9641184606,0.117857249255801,0.135457182421517,0.870070136916417,0.384262076333183,0.687245380128547
"Slc25a4",4668.96193909197,0.144429505909279,0.166045061570049,0.869821147004418,0.384398152981607,0.687373374387492
"Jph4",45.3888631157488,-0.232920780624144,0.267809337076417,-0.869726138628551,0.384450084225308,0.687398419313772
"Mrpl21",696.899629748352,0.0990650256570982,0.113922451053588,0.869582990366836,0.384528336664814,0.687402712501209
"Slc18a2",79.5341780890077,0.140457546131613,0.161518114626647,0.869608628458078,0.384514320806907,0.687402712501209
"Dse",308.351126456648,0.219146193569342,0.252190976033369,0.868969211413597,0.384863971250664,0.687455237964167
"Gas1",1117.05219334652,-0.131095493750373,0.150934576674922,-0.868558395553872,0.385088718954493,0.687455237964167
"Myoz1",51.5228844290032,0.649469801028988,0.747729644737258,0.868589075744353,0.385071931771715,0.687455237964167
"Fam173b",407.826111460452,-0.0695476664119266,0.080031791430708,-0.869000495536094,0.38484685972914,0.687455237964167
"Tspo",2135.87774786595,-0.274143733191222,0.315495688167256,-0.868930205619446,0.384885306957628,0.687455237964167
"Ttll2",20.4190830178202,0.589443404984822,0.678251764156209,0.869062840873153,0.384812759997655,0.687455237964167
"Tnks2",3110.33828009665,0.0540289824039815,0.0621612779933707,0.869174253620453,0.384751827486829,0.687455237964167
"Gfi1b",4.84143959151104,-0.378790420808422,0.436031720686551,-0.868722165928662,0.384999114416012,0.687455237964167
"Ppig",2839.46086154364,-0.0817814016253074,0.0941187714558207,-0.868917011562306,0.384892524114138,0.687455237964167
"Atp5f1",6520.00905354809,0.106608248459817,0.12273016480381,0.868639332720161,0.385044433787828,0.687455237964167
"Cyp2a12",135.585588813608,-0.223079766519712,0.256693565371138,-0.869050870820134,0.384819306865128,0.687455237964167
"2310036O22Rik",2619.59497619163,0.0875444351378998,0.100736555612014,0.869043363712739,0.384823412816297,0.687455237964167
"Gm16551",4.8118777891228,0.342752259137034,0.394563463376084,0.868687273282409,0.385018204342756,0.687455237964167
"Il1rapl2",3.31526417602949,-1.21896228682045,1.4032476833261,-0.86867222465756,0.385026437693001,0.687455237964167
"Mroh2a",3.98144604994508,-0.509044282987604,0.586257159790197,-0.868295208829133,0.385232744380217,0.68757690712865
"Rptn",1.96725302267832,0.899859202958094,1.03627277352416,0.868361329129442,0.385196557831377,0.68757690712865
"A130010J15Rik",482.210411212987,0.0853066546583639,0.0983201955218184,0.867641222697054,0.385590772087351,0.688148163064517
"Agpat9",256.967107655456,0.267214264561569,0.308046587310005,0.867447573092755,0.38569682544785,0.688269662424169
"Sf3a1",1274.12797932247,0.0752111025763433,0.0867225600931308,0.867261096715487,0.385798967186518,0.688384158324045
"Tmc8",478.186464070106,0.344463890551326,0.397460296668973,0.866662389773776,0.386127018337397,0.688536096855053
"Cox16",639.345044347318,0.120841392960389,0.139431878055468,0.866669764803118,0.386122976281356,0.688536096855053
"Tmem14c",1968.53285155738,-0.101861222125431,0.117562131337732,-0.866445861148987,0.386245703390909,0.688536096855053
"Dirc2",957.947864878978,-0.109240630556031,0.126083860664785,-0.866412481185558,0.386264001810879,0.688536096855053
"Tmem181b-ps",2984.32368396989,0.257092406378793,0.296632228632909,0.866704226859153,0.386104088893943,0.688536096855053
"Gltscr1l",1042.48011484212,-0.0867025623599215,0.100027285779098,-0.866789113436481,0.386057568084229,0.688536096855053
"Rab5a",2189.67536838647,0.108788097417844,0.125558743002024,0.866431877357117,0.386253369041797,0.688536096855053
"Bloc1s2a",565.603376895218,-0.112423446799909,0.129731618097444,-0.866584788262376,0.386169551213343,0.688536096855053
"Tspan5",325.308617540161,-0.15269843602415,0.176221528930369,-0.866514080038915,0.386208308414211,0.688536096855053
"Eid2",75.3154460113732,-0.149216873098501,0.172222626874148,-0.866418517745297,0.386260692615709,0.688536096855053
"Erg",102.59289946923,0.308139090930829,0.355698566679587,0.86629275402282,0.386329638887485,0.688585377602092
"1110059G10Rik",292.624377162805,0.110453817075761,0.127515292519699,0.866200554405646,0.386380189395377,0.688607761336402
"Cdk2ap1",1014.2663686208,0.0750590027445348,0.0866714729760616,0.866017389196395,0.386480625806275,0.688651331374236
"Lrrc32",140.038970275074,0.206706351054796,0.23867363542784,0.86606277515428,0.386455737484339,0.688651331374236
"Arfgef1",2929.36034559451,0.0779647433150584,0.0900376854251942,0.86591234489067,0.386538232760426,0.688686274332323
"Sun3",1.9106453892384,0.702314994772366,0.811377924788999,0.865583069634295,0.386718843326813,0.688692135029309
"Ccbl1",1618.93778248541,-0.114468633047658,0.132210362466841,-0.865806816590243,0.386596110416689,0.688692135029309
"Aacs",1589.99029806879,-0.283502227041101,0.327462163117923,-0.86575567797434,0.386624159612673,0.688692135029309
"Gm5771",8.65187120262584,-0.353688956773332,0.408624430461315,-0.865559987135463,0.38673150622501,0.688692135029309
"Arfip2",5480.07672290608,0.168722251878698,0.194917585238045,0.865608157789581,0.386705080426375,0.688692135029309
"Gpt2",4317.10563704071,0.218746944968872,0.252754578854205,0.865451957232596,0.386790774040636,0.688730010756118
"Cyb5b",4881.10825759004,-0.126396323147068,0.146087795153582,-0.865207959461556,0.386924657507123,0.688900728616562
"Pqbp1",1355.85086209357,0.0743577015061575,0.085958256663216,0.865044317935513,0.387014464715879,0.688925277251553
"Frmd7",116.255401571035,-0.138143640796746,0.159685668437499,-0.865097301144567,0.386985385899558,0.688925277251553
"Myo18b",13.9338265409132,0.697748708386234,0.806957680259515,0.864665800270765,0.387222245635053,0.689227457736947
